age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
early30, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,none,none,below45, United-States
early30, Local-gov, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,none,none,below45, United-States
late30, Private, Assoc-voc, Divorced, Craft-repair, Unmarried, White, Male,none,none,below45, United-States
early20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,none,none,below45, United-States
mid40, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,none,none,below45, United-States
late40, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,none,none,below45, United-States
late40, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,none,none,below45, United-States
late30, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,none,none,below45, United-States
early20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,none,none,below45, United-States
early40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below45, United-States
late50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,none,none,below45, Italy
under20, ?, Some-college, Never-married, ?, Own-child, White, Male,none,none,below45, United-States
late20, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,none,none,below45, United-States
early40, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,none,none,below45, United-States
early40, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below45, United-States
late20, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,none,none,below45, United-States
early40, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below45, United-States
early20, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,none,none,below45, United-States
early50, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,none,none,below45, United-States
early50, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,none,none,below45, Scotland
early20, Private, Some-college, Separated, Craft-repair, Not-in-family, White, Male,none,none,below45, United-States
late20, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
early40, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,none,none,below45, Poland
late20, Local-gov, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,none,none,below45, United-States
early60, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,none,none,below45, United-States
early60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
early30, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,none,none,below45, United-States
mid20, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,none,none,below45, United-States
early30, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,none,none,below45, United-States
early30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below45, United-States
early30, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below45, United-States
early30, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
late50, Private, 5th-6th, Divorced, Machine-op-inspct, Not-in-family, Black, Male,none,none,below45, United-States
early40, Private, HS-grad, Never-married, Priv-house-serv, Not-in-family, White, Female,none,none,below45, ?
late20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,none,none,below45, United-States
late20, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below45, United-States
late20, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,none,none,below45, United-States
early50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,none,none,below45, United-States
late50, State-gov, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below45, United-States
mid40, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,none,none,below45, United-States
late20, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
mid30, Private, 1st-4th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,none,none,below45, Italy
late30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below45, United-States
late30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below45, United-States
late50, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
late20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,none,none,below45, United-States
early60, Private, 9th, Never-married, Machine-op-inspct, Unmarried, Black, Female,none,none,below45, United-States
under20, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,none,none,below45, United-States
early50, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below45, United-States
early50, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,none,none,below45, United-States
early40, Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below45, United-States
early40, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
early20, ?, 9th, Never-married, ?, Own-child, White, Male,none,none,below45, United-States
early20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,none,none,below45, United-States
mid30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below45, United-States
late50, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,none,none,below45, United-States
late20, Private, 12th, Married-civ-spouse, Transport-moving, Husband, White, Male,none,none,below45, United-States
mid40, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
late50, Self-emp-inc, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below45, Italy
early20, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Female,none,none,below45, United-States
early30, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,none,none,below45, United-States
mid30, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
late30, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,none,none,below45, United-States
late20, Local-gov, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,none,none,below45, United-States
late30, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,none,none,below45, United-States
early50, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,none,none,below45, United-States
early20, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,none,none,below45, Vietnam
mid20, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,none,none,below45, United-States
mid50, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,none,none,below45, United-States
early50, Private, 7th-8th, Divorced, Machine-op-inspct, Not-in-family, White, Female,none,none,below45, United-States
late30, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,none,none,below45, United-States
early50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below45, United-States
early20, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,none,none,below45, United-States
late20, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,none,none,below45, United-States
early30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,none,none,below45, United-States
early20, Private, Some-college, Never-married, Sales, Other-relative, White, Female,none,none,below45, United-States
mid30, Private, 1st-4th, Never-married, Farming-fishing, Not-in-family, White, Male,none,none,below45, Mexico
early40, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, El-Salvador
early40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,none,none,below45, United-States
early40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,none,none,below45, United-States
mid20, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,none,none,below45, United-States
early30, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,none,none,below45, United-States
mid40, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,none,none,below45, United-States
mid40, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,none,none,below45, United-States
late20, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,none,none,below45, United-States
late20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,none,none,below45, United-States
under20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,none,none,below45, United-States
mid30, Private, HS-grad, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,none,none,below45, United-States
late40, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,none,none,below45, United-States
early40, Local-gov, Bachelors, Divorced, Protective-serv, Unmarried, White, Female,none,none,below45, United-States
late40, Self-emp-not-inc, Bachelors, Married-spouse-absent, Exec-managerial, Not-in-family, Black, Male,none,none,below45, Jamaica
mid20, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,none,none,below45, Philippines
mid50, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Female,none,none,below45, United-States
early20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,none,none,below45, United-States
late20, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female,none,none,below45, United-States
early30, Self-emp-inc, Assoc-voc, Divorced, Sales, Not-in-family, White, Male,none,none,below45, United-States
early30, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Male,none,none,below45, United-States
early30, Local-gov, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,none,none,below45, United-States
mid30, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,none,none,below45, United-States
late40, Private, Assoc-voc, Never-married, Sales, Other-relative, Black, Male,none,none,below45, ?
mid30, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
late20, Private, Masters, Never-married, Sales, Own-child, White, Male,none,none,below45, United-States
late20, Private, Doctorate, Never-married, Prof-specialty, Own-child, White, Male,none,none,below45, United-States
late20, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below45, United-States
early50, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,none,none,below45, United-States
early50, ?, HS-grad, Divorced, ?, Not-in-family, White, Female,none,none,below45, United-States
mid50, ?, HS-grad, Widowed, ?, Own-child, White, Female,none,none,below45, United-States
mid40, Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,none,none,below45, United-States
mid30, Private, Assoc-voc, Divorced, Sales, Unmarried, White, Female,none,none,below45, United-States
early40, Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Male,none,none,below45, United-States
early20, Private, 10th, Never-married, Craft-repair, Own-child, Black, Female,none,none,below45, United-States
mid20, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,none,none,below45, United-States
early40, Private, 11th, Never-married, Other-service, Other-relative, White, Male,none,none,below45, United-States
late30, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,none,none,below45, United-States
mid40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,none,none,below45, United-States
late20, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male,none,none,below45, United-States
mid50, Private, 10th, Married-civ-spouse, Adm-clerical, Husband, Black, Male,none,none,below45, United-States
late50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,none,none,below45, United-States
early40, Private, Assoc-voc, Divorced, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,none,none,below45, United-States
late20, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
mid30, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,none,none,below45, United-States
early40, Private, Some-college, Never-married, Transport-moving, Unmarried, Black, Female,none,none,below45, United-States
late20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,none,none,below45, United-States
late40, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below45, United-States
late40, Self-emp-not-inc, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,none,none,below45, United-States
early30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,none,none,below45, United-States
mid30, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,none,none,below45, United-States
mid30, Private, Bachelors, Never-married, Sales, Own-child, White, Male,none,none,below45, United-States
early20, Private, 10th, Married-civ-spouse, Sales, Wife, White, Female,none,none,below45, United-States
mid50, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,none,none,below45, United-States
early60, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,none,none,below45, United-States
early60, Self-emp-not-inc, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
early60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,none,none,below45, United-States
mid20, Private, Some-college, Never-married, Sales, Own-child, White, Female,none,none,below45, United-States
late40, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,none,none,below45, United-States
early50, Private, HS-grad, Separated, Handlers-cleaners, Unmarried, White, Female,none,none,below45, United-States
early50, Local-gov, HS-grad, Widowed, Other-service, Unmarried, White, Female,none,none,below45, United-States
mid20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,none,none,below45, United-States
early50, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below45, United-States
early50, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below45, Greece
early30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,none,none,below45, United-States
mid30, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,none,none,below45, United-States
late20, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,none,none,below45, United-States
late20, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,none,none,below45, United-States
late20, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below45, United-States
under20, Local-gov, 12th, Never-married, Protective-serv, Own-child, White, Male,none,none,below45, United-States
mid20, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Male,none,none,below45, United-States
late20, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
late30, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,none,none,below45, United-States
mid40, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,none,none,below45, United-States
early40, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,none,none,below45, United-States
early40, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,none,none,below45, United-States
early40, Private, HS-grad, Never-married, Sales, Own-child, White, Female,none,none,below45, United-States
early20, Private, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,none,none,below45, United-States
early60, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below45, United-States
late20, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,none,none,below45, United-States
late20, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Female,none,none,below45, United-States
early30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,none,none,below45, United-States
early50, Private, 12th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,none,none,below45, Cambodia
early50, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,none,none,below45, ?
late50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,none,none,below45, Philippines
early70, ?, Bachelors, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male,none,none,below45, China
late30, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,none,none,below45, United-States
mid50, Private, HS-grad, Divorced, Tech-support, Not-in-family, Black, Female,none,none,below45, United-States
early60, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, Mexico
late20, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,none,none,below45, Dominican-Republic
late40, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,none,none,below45, United-States
mid20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,none,none,below45, United-States
mid20, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,none,none,below45, United-States
mid20, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,none,none,below45, United-States
early50, Private, Some-college, Widowed, Other-service, Unmarried, Black, Female,none,none,below45, ?
late50, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
late40, Private, HS-grad, Widowed, Craft-repair, Unmarried, Asian-Pac-Islander, Female,none,none,below45, South
early50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Female,none,none,below45, China
mid20, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,none,none,below45, United-States
mid20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,none,none,below45, United-States
mid30, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,none,none,below45, United-States
under20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,none,none,below45, United-States
late30, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,none,none,below45, United-States
late20, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, White, Male,none,none,below45, United-States
late20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,none,none,below45, United-States
late50, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Black, Male,none,none,below45, United-States
late30, State-gov, Some-college, Separated, Adm-clerical, Not-in-family, White, Male,none,none,below45, United-States
mid40, Private, Assoc-voc, Divorced, Sales, Unmarried, White, Female,none,none,below45, United-States
late60, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Female,none,none,below45, United-States
early50, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,none,none,below45, United-States
mid20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,none,none,below45, United-States
early40, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,none,none,below45, United-States
mid20, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,none,none,below45, United-States
mid20, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,none,none,below45, United-States
early60, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,none,none,below45, United-States
early30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,none,none,below45, United-States
early30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
mid30, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,none,none,below45, United-States
mid30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below45, United-States
mid50, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
mid40, ?, 10th, Married-civ-spouse, ?, Husband, White, Male,none,none,below45, United-States
late20, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,none,none,below45, United-States
mid30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,none,none,below45, United-States
late30, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,none,none,below45, Iran
early30, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, Mexico
early30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, Mexico
mid20, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Other, Female,none,none,below45, United-States
mid30, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,none,none,below45, United-States
early40, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
early60, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,none,none,below45, United-States
early60, Local-gov, HS-grad, Divorced, Transport-moving, Other-relative, White, Male,none,none,below45, United-States
mid50, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,none,none,below45, United-States
mid50, ?, Bachelors, Married-civ-spouse, ?, Husband, White, Male,none,none,below45, United-States
early20, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,none,none,below45, United-States
early50, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,none,none,below45, United-States
mid30, Private, 1st-4th, Never-married, Other-service, Other-relative, White, Female,none,none,below45, Guatemala
early20, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,none,none,below45, United-States
early50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,none,none,below45, United-States
early60, State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,none,none,below45, United-States
mid20, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Black, Female,none,none,below45, United-States
late50, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,none,none,below45, Philippines
early20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,none,none,below45, United-States
late50, State-gov, HS-grad, Married-spouse-absent, Other-service, Unmarried, Black, Female,none,none,below45, Honduras
late20, Private, Assoc-acdm, Never-married, Tech-support, Own-child, White, Male,none,none,below45, United-States
early40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below45, United-States
early90, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,none,none,below45, United-States
mid50, State-gov, Doctorate, Never-married, Exec-managerial, Not-in-family, White, Female,none,none,below45, United-States
early30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,none,none,below45, United-States
early30, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,none,none,below45, United-States
early30, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,none,none,below45, Ecuador
mid30, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,none,none,below45, United-States
early40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below45, United-States
early40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,none,none,below45, United-States
early40, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,none,none,below45, United-States
early60, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,none,none,below45, South
mid30, Self-emp-not-inc, 10th, Never-married, Other-service, Own-child, White, Female,none,none,below45, United-States
early40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below45, United-States
early50, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,none,none,below45, United-States
early50, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,none,none,below45, United-States
late20, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Black, Female,none,none,below45, United-States
early20, Private, Assoc-voc, Never-married, Machine-op-inspct, Unmarried, White, Female,none,none,below45, United-States
mid20, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Female,none,none,below45, United-States
early40, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,none,none,below45, United-States
early30, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,none,none,below45, ?
mid40, Private, Masters, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,none,none,below45, Philippines
late40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,none,none,below45, United-States
early60, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,none,none,below45, South
under20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,none,none,below45, United-States
early30, Private, 11th, Married-spouse-absent, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,none,none,below45, India
early30, Private, 11th, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,none,none,below45, India
early40, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,none,none,below45, United-States
early30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,none,none,below45, United-States
late50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,none,none,below45, United-States
early20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,none,none,below45, United-States
early20, Local-gov, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,none,none,below45, United-States
late30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,none,none,below45, ?
early30, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,none,none,below45, United-States
mid40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,none,none,below45, United-States
late50, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,none,none,below45, South
early60, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
mid40, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,none,none,below45, United-States
mid20, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Female,none,none,below45, United-States
early20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,none,none,below45, United-States
early50, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,none,none,below45, Dominican-Republic
early30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,none,none,below45, United-States
mid20, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,none,none,below45, United-States
mid50, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,none,none,below45, United-States
early30, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,none,none,below45, United-States
mid50, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
late30, Private, Assoc-voc, Married-civ-spouse, Tech-support, Wife, White, Female,none,none,below45, United-States
early40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,none,none,below45, United-States
early50, Self-emp-inc, Some-college, Widowed, Exec-managerial, Not-in-family, White, Male,none,none,below45, United-States
early20, ?, Some-college, Never-married, ?, Own-child, White, Male,none,none,below45, United-States
early20, ?, Some-college, Never-married, ?, Own-child, White, Male,none,none,below45, United-States
late20, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,none,none,below45, United-States
late40, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male,none,none,below45, United-States
mid20, ?, 10th, Separated, ?, Other-relative, White, Female,none,none,below45, Puerto-Rico
early30, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,none,none,below45, Puerto-Rico
early20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,none,none,below45, United-States
early50, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below45, United-States
mid50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,none,none,below45, United-States
late20, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Other, Male,none,none,below45, United-States
early70, Private, 9th, Married-civ-spouse, Other-service, Husband, White, Male,none,none,below45, United-States
